"Name","WAR","G...8","AB","R","H...11","HR...12","RBI","SB","BB...15","BA","OBP","SLG","OPS","W","L","ERA","WHIP","GS","SV","IP","H_A","HR_A","BB_A","SO_A","yearID","playerID","MVPCan"
"Willie Stargell",2.6,136,474,70,125,31,85,0,44,0.264,0.329,0.511,0.839,0,0,0,0,0,0,0,0,0,0,0,1970,"stargwi01","yes"
"Bobby Tolan",5.4,152,589,112,186,16,80,57,62,0.316,0.384,0.475,0.86,0,0,0,0,0,0,0,0,0,0,0,1970,"tolanbo01","yes"
"Henry Aaron",5,150,516,103,154,38,118,9,74,0.298,0.385,0.574,0.958,0,0,0,0,0,0,0,0,0,0,0,1970,"aaronha01","yes"
"Joe Torre",5.6,161,624,89,203,21,100,2,70,0.325,0.398,0.498,0.896,0,0,0,0,0,0,0,0,0,0,0,1970,"torrejo01","yes"
"Tommie Agee",5.4,153,636,107,182,24,75,31,55,0.286,0.344,0.469,0.812,0,0,0,0,0,0,0,0,0,0,0,1970,"ageeto01","yes"
"Bud Harrelson",2.6,157,564,72,137,1,42,23,95,0.243,0.351,0.309,0.659,0,0,0,0,0,0,0,0,0,0,0,1970,"harrebu01","yes"
"Fergie Jenkins",6.9,40,113,4,14,3,11,0,1,0.124,0.129,0.221,0.351,22,16,3.39,1.038,39,0,313,265,30,60,274,1970,"jenkife01","yes"
"Jim Merritt",2.2,35,83,7,14,3,6,0,4,0.169,0.207,0.277,0.484,20,12,4.08,1.286,35,0,234,248,21,53,136,1970,"merriji01","yes"
"Don Kessinger",1.3,154,631,100,168,1,39,12,66,0.266,0.337,0.349,0.685,0,0,0,0,0,0,0,0,0,0,0,1970,"kessido01","yes"
"Cito Gaston",5.1,146,584,92,186,29,93,4,41,0.318,0.364,0.543,0.907,0,0,0,0,0,0,0,0,0,0,0,1970,"gastoci01","yes"
"Deron Johnson",1.4,159,574,66,147,27,93,0,72,0.256,0.338,0.456,0.794,0,0,0,0,0,0,0,0,0,0,0,1970,"johnsde01","yes"
"Luke Walker",2.9,42,46,0,6,0,5,0,3,0.13,0.184,0.13,0.314,15,6,3.04,1.337,19,3,163,129,6,89,124,1970,"walkelu01","yes"
"Carl Morton",4.2,43,93,6,15,2,7,0,6,0.161,0.208,0.247,0.455,18,11,3.6,1.426,37,0,284.2,281,27,125,154,1970,"mortoca01","yes"
"Bob Robertson",4.2,117,390,69,112,27,82,4,51,0.287,0.367,0.564,0.931,0,0,0,0,0,0,0,0,0,0,0,1970,"roberbo01","yes"
"Tom Seaver",6.4,42,95,9,17,1,10,0,10,0.179,0.257,0.242,0.499,18,12,2.82,1.077,36,0,290.2,230,21,83,283,1970,"seaveto01","yes"
"Wayne Granger",1.7,67,10,0,1,0,0,0,0,0.1,0.1,0.1,0.2,6,5,2.66,1.252,0,35,84.2,79,5,27,38,1970,"grangwa01","yes"
"Joe Torre",5.9,161,634,97,230,24,137,4,63,0.363,0.421,0.555,0.976,0,0,0,0,0,0,0,0,0,0,0,1971,"torrejo01","yes"
"Willie Stargell",7.9,141,511,104,151,48,125,0,83,0.295,0.398,0.628,1.026,0,0,0,0,0,0,0,0,0,0,0,1971,"stargwi01","yes"
"Henry Aaron",7.2,139,495,95,162,47,118,1,71,0.327,0.41,0.669,1.079,0,0,0,0,0,0,0,0,0,0,0,1971,"aaronha01","yes"
"Bobby Bonds",6.7,155,619,110,178,33,102,26,62,0.288,0.355,0.512,0.867,0,0,0,0,0,0,0,0,0,0,0,1971,"bondsbo01","yes"
"Roberto Clemente",7.3,132,522,82,178,13,86,1,26,0.341,0.37,0.502,0.871,0,0,0,0,0,0,0,0,0,0,0,1971,"clemero01","yes"
"Maury Wills",2.5,149,601,73,169,3,44,15,40,0.281,0.323,0.329,0.652,0,0,0,0,0,0,0,0,0,0,0,1971,"willsma01","yes"
"Fergie Jenkins",11.8,39,115,13,28,6,20,0,7,0.243,0.282,0.478,0.761,24,13,2.77,1.049,39,0,325,304,29,37,263,1971,"jenkife01","yes"
"Manny Sanguillen",5,138,533,60,170,7,81,6,19,0.319,0.345,0.426,0.771,0,0,0,0,0,0,0,0,0,0,0,1971,"sanguma01","yes"
"Tom Seaver",10.9,39,92,8,18,1,7,0,6,0.196,0.245,0.261,0.506,20,10,1.76,0.946,35,0,286.1,210,18,61,289,1971,"seaveto01","yes"
"Al Downing",3.8,37,92,4,16,0,10,0,6,0.174,0.224,0.196,0.42,20,9,2.68,1.254,36,0,262.1,245,16,84,136,1971,"downial01","yes"
"Glenn Beckert",3.3,131,530,80,181,2,42,3,24,0.342,0.367,0.406,0.773,0,0,0,0,0,0,0,0,0,0,0,1971,"beckegl01","yes"
"Lee May",5.4,147,553,85,154,39,98,3,42,0.278,0.332,0.532,0.864,0,0,0,0,0,0,0,0,0,0,0,1971,"mayle01","yes"
"Lou Brock",3.6,157,640,126,200,7,61,64,76,0.313,0.385,0.425,0.81,0,0,0,0,0,0,0,0,0,0,0,1971,"brocklo01","yes"
"Dave Giusti",0.9,58,17,1,1,0,2,0,1,0.059,0.111,0.059,0.17,5,6,2.93,1.279,0,30,86,79,5,31,55,1971,"giustda01","yes"
"Willie McCovey",2.6,105,329,45,91,18,70,0,64,0.277,0.396,0.48,0.876,0,0,0,0,0,0,0,0,0,0,0,1971,"mccovwi01","yes"
"Willie Davis",5.2,158,641,84,198,10,74,20,23,0.309,0.33,0.438,0.769,0,0,0,0,0,0,0,0,0,0,0,1971,"daviswi02","yes"
"Ted Simmons",3.3,133,510,64,155,7,77,1,36,0.304,0.347,0.424,0.771,0,0,0,0,0,0,0,0,0,0,0,1971,"simmote01","yes"
"Jerry Johnson",0.9,67,13,1,2,0,1,0,0,0.154,0.143,0.231,0.374,12,9,2.97,1.294,0,18,109,93,9,48,85,1971,"johnsje01","yes"
"Willie Mays",6.3,136,417,82,113,18,61,23,112,0.271,0.425,0.482,0.907,0,0,0,0,0,0,0,0,0,0,0,1971,"mayswi01","yes"
"Rusty Staub",5.9,162,599,94,186,19,97,9,74,0.311,0.392,0.482,0.874,0,0,0,0,0,0,0,0,0,0,0,1971,"staubru01","yes"
"Billy Williams",4.3,157,594,86,179,28,93,7,77,0.301,0.383,0.505,0.888,0,0,0,0,0,0,0,0,0,0,0,1971,"willibi01","yes"
"Bud Harrelson",4.6,142,547,55,138,0,32,28,53,0.252,0.319,0.303,0.622,0,0,0,0,0,0,0,0,0,0,0,1971,"harrebu01","yes"
"Bob Gibson",5.1,31,87,5,15,2,10,1,3,0.172,0.204,0.264,0.469,16,13,3.04,1.185,31,0,245.2,215,14,76,185,1971,"gibsobo01","yes"
"Ralph Garr",5.2,154,639,101,219,9,44,30,30,0.343,0.372,0.441,0.813,0,0,0,0,0,0,0,0,0,0,0,1971,"garrra01","yes"
"Dave Roberts",7.8,38,86,2,19,0,2,0,0,0.221,0.221,0.244,0.465,14,17,2.1,1.109,34,0,269.2,238,9,61,135,1971,"roberda05","yes"
"Pete Rose",5.1,160,632,86,192,13,44,13,68,0.304,0.373,0.421,0.793,0,0,0,0,0,0,0,0,0,0,0,1971,"rosepe01","yes"
"Johnny Bench",8.6,147,538,87,145,40,125,6,100,0.27,0.379,0.541,0.92,0,0,0,0,0,0,0,0,0,0,0,1972,"benchjo01","yes"
"Billy Williams",6.2,150,574,95,191,37,122,3,62,0.333,0.398,0.606,1.005,0,0,0,0,0,0,0,0,0,0,0,1972,"willibi01","yes"
"Willie Stargell",3.9,138,495,74,145,33,112,1,65,0.293,0.373,0.558,0.93,0,0,0,0,0,0,0,0,0,0,0,1972,"stargwi01","yes"
"Joe Morgan",9.3,149,552,122,161,16,73,58,115,0.292,0.417,0.435,0.851,0,0,0,0,0,0,0,0,0,0,0,1972,"morgajo02","yes"
"Steve Carlton",12.5,41,117,6,23,1,8,0,5,0.197,0.236,0.265,0.501,27,10,1.97,0.993,41,0,346.1,257,17,87,310,1972,"carltst01","yes"
"Cesar Cedeno",8,139,559,103,179,22,82,55,56,0.32,0.385,0.537,0.921,0,0,0,0,0,0,0,0,0,0,0,1972,"cedence01","yes"
"Al Oliver",3.2,140,565,88,176,12,89,2,34,0.312,0.352,0.437,0.789,0,0,0,0,0,0,0,0,0,0,0,1972,"oliveal01","yes"
"Nate Colbert",5.4,151,563,87,141,38,111,15,70,0.25,0.333,0.508,0.841,0,0,0,0,0,0,0,0,0,0,0,1972,"colbena01","yes"
"Lee May",2.8,148,592,87,168,29,98,3,52,0.284,0.343,0.49,0.833,0,0,0,0,0,0,0,0,0,0,0,1972,"mayle01","yes"
"Mike Marshall",4,65,22,0,3,0,2,0,2,0.136,0.208,0.182,0.39,14,8,1.78,1.112,0,18,116,82,3,47,95,1972,"marshmi01","yes"
"Ted Simmons",4.5,152,594,70,180,16,96,1,29,0.303,0.336,0.465,0.801,0,0,0,0,0,0,0,0,0,0,0,1972,"simmote01","yes"
"Pete Rose",6.1,154,645,107,198,6,57,10,73,0.307,0.382,0.417,0.799,0,0,0,0,0,0,0,0,0,0,0,1972,"rosepe01","yes"
"Clay Carroll",1.6,65,11,2,2,0,1,0,0,0.182,0.182,0.182,0.364,6,4,2.25,1.26,0,37,96,89,5,32,51,1972,"carrocl02","yes"
"Roberto Clemente",4.8,102,378,68,118,10,60,0,29,0.312,0.356,0.479,0.835,0,0,0,0,0,0,0,0,0,0,0,1972,"clemero01","yes"
"Lou Brock",1.7,153,621,81,193,3,42,63,47,0.311,0.359,0.393,0.752,0,0,0,0,0,0,0,0,0,0,0,1972,"brocklo01","yes"
"Henry Aaron",3.9,129,449,75,119,34,77,4,92,0.265,0.39,0.514,0.904,0,0,0,0,0,0,0,0,0,0,0,1972,"aaronha01","yes"
"Manny Sanguillen",3.4,136,520,55,155,7,71,1,21,0.298,0.322,0.404,0.726,0,0,0,0,0,0,0,0,0,0,0,1972,"sanguma01","yes"
"Steve Blass",4.4,35,82,8,15,0,3,0,2,0.183,0.202,0.207,0.41,19,8,2.49,1.246,32,0,249.2,227,18,84,117,1972,"blassst01","yes"
"Ralph Garr",1.8,134,554,87,180,12,53,25,25,0.325,0.359,0.43,0.788,0,0,0,0,0,0,0,0,0,0,0,1972,"garrra01","yes"
"Gene Clines",1.6,107,311,52,104,0,17,12,16,0.334,0.369,0.421,0.79,0,0,0,0,0,0,0,0,0,0,0,1972,"clinege01","yes"
"Bobby Tolan",4.9,149,604,88,171,8,82,42,44,0.283,0.334,0.386,0.72,0,0,0,0,0,0,0,0,0,0,0,1972,"tolanbo01","yes"
"Dusty Baker",5.1,127,446,62,143,17,76,4,45,0.321,0.383,0.504,0.888,0,0,0,0,0,0,0,0,0,0,0,1972,"bakerdu01","yes"
"Manny Mota",2.7,118,371,57,120,5,48,4,27,0.323,0.375,0.434,0.809,0,0,0,0,0,0,0,0,0,0,0,1972,"motama01","yes"
"Dave Kingman",1.6,135,472,65,106,29,83,16,51,0.225,0.303,0.462,0.765,0,0,0,0,0,0,0,0,0,0,0,1972,"kingmda01","yes"
"Tug McGraw",4.2,54,20,1,2,0,0,0,2,0.1,0.182,0.1,0.282,8,6,1.7,1.047,0,27,106,71,3,40,92,1972,"mcgratu01","yes"
"Tom Seaver",5.6,36,89,5,13,3,4,0,5,0.146,0.191,0.303,0.495,21,12,2.92,1.115,35,0,262,215,23,77,249,1972,"seaveto01","yes"
"Rusty Staub",0.7,66,239,32,70,9,38,0,31,0.293,0.372,0.452,0.824,0,0,0,0,0,0,0,0,0,0,0,1972,"staubru01","yes"
"Jose Cardenal",1.7,143,533,96,155,17,70,25,55,0.291,0.356,0.454,0.81,0,0,0,0,0,0,0,0,0,0,0,1972,"cardejo02","yes"
"Fergie Jenkins",5.8,36,109,8,20,1,8,0,5,0.183,0.219,0.239,0.458,20,12,3.2,1.089,36,0,289.1,253,32,62,184,1972,"jenkife01","yes"
"Chris Speier",6.1,150,562,74,151,15,71,9,82,0.269,0.361,0.4,0.761,0,0,0,0,0,0,0,0,0,0,0,1972,"speiech01","yes"
"Pete Rose",8.3,160,680,115,230,5,64,10,65,0.338,0.401,0.437,0.838,0,0,0,0,0,0,0,0,0,0,0,1973,"rosepe01","yes"
"Willie Stargell",7.2,148,522,106,156,44,119,0,80,0.299,0.392,0.646,1.038,0,0,0,0,0,0,0,0,0,0,0,1973,"stargwi01","yes"
"Bobby Bonds",7.8,160,643,131,182,39,96,43,87,0.283,0.37,0.53,0.9,0,0,0,0,0,0,0,0,0,0,0,1973,"bondsbo01","yes"
"Joe Morgan",9.3,157,576,116,167,26,82,67,111,0.29,0.406,0.493,0.899,0,0,0,0,0,0,0,0,0,0,0,1973,"morgajo02","yes"
"Mike Marshall",3.3,92,33,1,8,0,3,0,2,0.242,0.286,0.242,0.528,14,11,2.66,1.33,0,31,179,163,10,75,124,1973,"marshmi01","yes"
"Lou Brock",2.1,160,650,110,193,7,63,70,71,0.297,0.364,0.398,0.762,0,0,0,0,0,0,0,0,0,0,0,1973,"brocklo01","yes"
"Tony Perez",5.3,151,564,73,177,27,101,3,74,0.314,0.393,0.527,0.919,0,0,0,0,0,0,0,0,0,0,0,1973,"perezto01","yes"
"Tom Seaver",11,39,93,9,15,1,5,1,7,0.161,0.22,0.237,0.457,19,10,2.08,0.976,36,0,290,219,23,64,251,1973,"seaveto01","yes"
"Ken Singleton",5.7,162,560,100,169,23,103,2,123,0.302,0.425,0.479,0.904,0,0,0,0,0,0,0,0,0,0,0,1973,"singlke01","yes"
"Johnny Bench",4.7,152,557,83,141,25,104,4,83,0.253,0.345,0.429,0.774,0,0,0,0,0,0,0,0,0,0,0,1973,"benchjo01","yes"
"Cesar Cedeno",7.4,139,525,86,168,25,70,56,41,0.32,0.376,0.537,0.913,0,0,0,0,0,0,0,0,0,0,0,1973,"cedence01","yes"
"Henry Aaron",4.7,120,392,84,118,40,96,1,68,0.301,0.402,0.643,1.045,0,0,0,0,0,0,0,0,0,0,0,1973,"aaronha01","yes"
"Davey Johnson",4.4,157,559,84,151,43,99,5,81,0.27,0.37,0.546,0.916,0,0,0,0,0,0,0,0,0,0,0,1973,"johnsda02","yes"
"Ted Simmons",5.5,161,619,62,192,13,91,2,61,0.31,0.37,0.438,0.808,0,0,0,0,0,0,0,0,0,0,0,1973,"simmote01","yes"
"Tug McGraw",0.7,60,24,0,4,0,2,0,2,0.167,0.259,0.167,0.426,5,6,3.87,1.357,2,25,118.2,106,11,55,81,1973,"mcgratu01","yes"
"Willie Davis",4.2,152,599,82,171,16,77,17,29,0.285,0.32,0.444,0.764,0,0,0,0,0,0,0,0,0,0,0,1973,"daviswi02","yes"
"Felix Millan",3.2,153,638,82,185,3,37,2,35,0.29,0.332,0.353,0.685,0,0,0,0,0,0,0,0,0,0,0,1973,"millafe01","yes"
"Darrell Evans",9,161,595,114,167,41,104,6,124,0.281,0.403,0.556,0.959,0,0,0,0,0,0,0,0,0,0,0,1973,"evansda01","yes"
"Lee May",1.5,148,545,65,147,28,105,1,34,0.27,0.31,0.479,0.789,0,0,0,0,0,0,0,0,0,0,0,1973,"mayle01","yes"
"Tito Fuentes",2.6,160,656,78,182,6,63,12,45,0.277,0.328,0.358,0.686,0,0,0,0,0,0,0,0,0,0,0,1973,"fuentti01","yes"
"Joe Ferguson",5,136,487,84,128,25,88,1,87,0.263,0.369,0.47,0.839,0,0,0,0,0,0,0,0,0,0,0,1973,"fergujo01","yes"
"Bob Watson",4.7,158,573,97,179,16,94,1,85,0.312,0.403,0.449,0.852,0,0,0,0,0,0,0,0,0,0,0,1973,"watsobo01","yes"
"Jack Billingham",2.4,40,93,2,6,0,4,0,3,0.065,0.094,0.097,0.191,19,10,3.04,1.2,40,0,293.1,257,20,95,155,1973,"billija01","yes"
"Jose Cardenal",1.9,145,522,80,158,11,68,19,58,0.303,0.375,0.437,0.812,0,0,0,0,0,0,0,0,0,0,0,1973,"cardejo02","yes"
"Al Oliver",1.3,158,654,90,191,20,99,6,22,0.292,0.316,0.463,0.779,0,0,0,0,0,0,0,0,0,0,0,1973,"oliveal01","yes"
"Ron Bryant",3.5,42,95,11,16,0,7,0,9,0.168,0.24,0.179,0.419,24,12,3.53,1.315,39,0,270,240,23,115,143,1973,"bryanro01","yes"
"Ron Hunt",2.5,113,401,61,124,0,18,10,52,0.309,0.418,0.344,0.763,0,0,0,0,0,0,0,0,0,0,0,1973,"huntro01","yes"
"Garry Maddox",4.7,144,587,81,187,11,76,24,24,0.319,0.35,0.46,0.81,0,0,0,0,0,0,0,0,0,0,0,1973,"maddoga01","yes"
"Bud Harrelson",2.4,106,356,35,92,0,20,5,48,0.258,0.348,0.309,0.657,0,0,0,0,0,0,0,0,0,0,0,1973,"harrebu01","yes"
"Greg Luzinski",2.1,161,610,76,174,29,97,3,51,0.285,0.346,0.484,0.829,0,0,0,0,0,0,0,0,0,0,0,1973,"luzingr01","yes"
"Billy Williams",1.8,156,576,72,166,20,86,4,76,0.288,0.369,0.438,0.806,0,0,0,0,0,0,0,0,0,0,0,1973,"willibi01","yes"
"Bill Russell",2.8,162,615,55,163,4,56,15,34,0.265,0.301,0.337,0.638,0,0,0,0,0,0,0,0,0,0,0,1973,"russebi01","yes"
"Steve Garvey",4.4,156,642,95,200,21,111,5,31,0.312,0.342,0.469,0.811,0,0,0,0,0,0,0,0,0,0,0,1974,"garvest01","yes"
"Lou Brock",3.5,153,635,105,194,3,48,118,61,0.306,0.368,0.381,0.749,0,0,0,0,0,0,0,0,0,0,0,1974,"brocklo01","yes"
"Mike Marshall",3.2,106,34,2,8,0,2,0,0,0.235,0.235,0.235,0.471,15,12,2.42,1.186,0,21,208.1,191,9,56,143,1974,"marshmi01","yes"
"Johnny Bench",7.8,160,621,108,174,33,129,5,80,0.28,0.363,0.507,0.87,0,0,0,0,0,0,0,0,0,0,0,1974,"benchjo01","yes"
"Jim Wynn",7.7,150,535,104,145,32,108,18,108,0.271,0.387,0.497,0.884,0,0,0,0,0,0,0,0,0,0,0,1974,"wynnji01","yes"
"Mike Schmidt",9.8,162,568,108,160,36,116,23,106,0.282,0.395,0.546,0.941,0,0,0,0,0,0,0,0,0,0,0,1974,"schmimi01","yes"
"Al Oliver",4.7,147,617,96,198,11,85,10,33,0.321,0.358,0.475,0.832,0,0,0,0,0,0,0,0,0,0,0,1974,"oliveal01","yes"
"Joe Morgan",8.6,149,512,107,150,22,67,58,120,0.293,0.427,0.494,0.921,0,0,0,0,0,0,0,0,0,0,0,1974,"morgajo02","yes"
"Richie Zisk",5.2,149,536,75,168,17,100,1,65,0.313,0.386,0.476,0.862,0,0,0,0,0,0,0,0,0,0,0,1974,"ziskri01","yes"
"Willie Stargell",5.4,140,508,90,153,25,96,0,87,0.301,0.407,0.537,0.944,0,0,0,0,0,0,0,0,0,0,0,1974,"stargwi01","yes"
"Reggie Smith",5.5,143,517,79,160,23,100,4,71,0.309,0.389,0.528,0.917,0,0,0,0,0,0,0,0,0,0,0,1974,"smithre06","yes"
"Ralph Garr",5,143,606,87,214,11,54,26,28,0.353,0.383,0.503,0.886,0,0,0,0,0,0,0,0,0,0,0,1974,"garrra01","yes"
"Ted Simmons",3.6,152,599,66,163,20,103,0,47,0.272,0.327,0.447,0.774,0,0,0,0,0,0,0,0,0,0,0,1974,"simmote01","yes"
"Dave Cash",4.6,162,687,89,206,2,58,20,46,0.3,0.351,0.378,0.729,0,0,0,0,0,0,0,0,0,0,0,1974,"cashda01","yes"
"Dave Concepcion",5.5,160,594,70,167,14,82,41,44,0.281,0.335,0.397,0.732,0,0,0,0,0,0,0,0,0,0,0,1974,"conceda01","yes"
"Jack Billingham",-0.9,36,67,0,5,0,1,0,1,0.075,0.088,0.075,0.163,19,11,3.94,1.399,35,0,212.1,233,16,64,103,1974,"billija01","yes"
"Cesar Cedeno",5.8,160,610,95,164,26,102,57,64,0.269,0.338,0.461,0.799,0,0,0,0,0,0,0,0,0,0,0,1974,"cedence01","yes"
"Al Hrabosky",1.1,66,13,2,4,0,2,0,0,0.308,0.308,0.462,0.769,8,1,2.95,1.234,0,9,88.1,71,3,38,82,1974,"hraboal01","yes"
"Andy Messersmith",6.6,39,96,12,23,1,11,0,11,0.24,0.312,0.354,0.666,20,6,2.59,1.098,39,0,292.1,227,24,94,221,1974,"messean01","yes"
"Buzz Capra",5.4,39,67,4,11,0,1,0,8,0.164,0.253,0.164,0.418,16,8,2.28,1.138,27,1,217,163,13,84,137,1974,"caprabu01","yes"
"Richie Hebner",3.8,146,550,97,160,18,68,0,60,0.291,0.363,0.449,0.812,0,0,0,0,0,0,0,0,0,0,0,1974,"hebneri01","yes"
"Bake McBride",4.3,150,559,81,173,6,56,30,43,0.309,0.369,0.394,0.763,0,0,0,0,0,0,0,0,0,0,0,1974,"mcbriba01","yes"
"Lynn McGlothen",5,31,83,3,15,0,4,0,2,0.181,0.2,0.193,0.393,16,12,2.69,1.268,31,0,237.1,212,12,89,142,1974,"mcgloly01","yes"
"Rennie Stennett",3.1,157,673,84,196,7,56,8,32,0.291,0.322,0.374,0.697,0,0,0,0,0,0,0,0,0,0,0,1974,"stennre01","yes"
"Bill Buckner",3.1,145,580,83,182,7,58,31,30,0.314,0.351,0.412,0.763,0,0,0,0,0,0,0,0,0,0,0,1974,"bucknbi01","yes"
"Ron Cey",4.8,159,577,88,151,18,97,1,76,0.262,0.349,0.397,0.746,0,0,0,0,0,0,0,0,0,0,0,1974,"ceyro01","yes"
"Joe Morgan",11,146,498,107,163,17,94,67,132,0.327,0.466,0.508,0.974,0,0,0,0,0,0,0,0,0,0,0,1975,"morgajo02","yes"
"Greg Luzinski",3.2,161,596,85,179,34,120,3,89,0.3,0.394,0.54,0.934,0,0,0,0,0,0,0,0,0,0,0,1975,"luzingr01","yes"
"Dave Parker",6.3,148,558,75,172,25,101,8,38,0.308,0.357,0.541,0.898,0,0,0,0,0,0,0,0,0,0,0,1975,"parkeda01","yes"
"Johnny Bench",6.6,142,530,83,150,28,110,11,65,0.283,0.359,0.519,0.878,0,0,0,0,0,0,0,0,0,0,0,1975,"benchjo01","yes"
"Pete Rose",4.1,162,662,112,210,7,74,0,89,0.317,0.406,0.432,0.838,0,0,0,0,0,0,0,0,0,0,0,1975,"rosepe01","yes"
"Ted Simmons",4.9,157,581,80,193,18,100,1,63,0.332,0.396,0.491,0.887,0,0,0,0,0,0,0,0,0,0,0,1975,"simmote01","yes"
"Willie Stargell",3.6,124,461,71,136,22,90,0,58,0.295,0.375,0.516,0.891,0,0,0,0,0,0,0,0,0,0,0,1975,"stargwi01","yes"
"Al Hrabosky",4,65,15,2,3,0,4,0,2,0.2,0.294,0.2,0.494,13,3,1.66,1.079,0,22,97.1,72,3,33,82,1975,"hraboal01","yes"
"Tom Seaver",8.2,37,95,7,17,0,5,0,8,0.179,0.25,0.189,0.439,22,9,2.38,1.088,36,0,280.1,217,11,88,243,1975,"seaveto01","yes"
"Randy Jones",7.6,40,83,7,11,0,4,0,5,0.133,0.182,0.157,0.338,20,12,2.24,1.046,36,0,285,242,17,56,103,1975,"jonesra01","yes"
"Steve Garvey",5.1,160,659,85,210,18,95,11,33,0.319,0.351,0.476,0.827,0,0,0,0,0,0,0,0,0,0,0,1975,"garvest01","yes"
"Bill Madlock",4.9,130,514,77,182,7,64,9,42,0.354,0.402,0.479,0.881,0,0,0,0,0,0,0,0,0,0,0,1975,"madlobi01","yes"
"Dave Cash",5.1,162,699,111,213,4,57,13,56,0.305,0.356,0.388,0.744,0,0,0,0,0,0,0,0,0,0,0,1975,"cashda01","yes"
"Rusty Staub",3,155,574,93,162,19,105,2,77,0.282,0.371,0.448,0.818,0,0,0,0,0,0,0,0,0,0,0,1975,"staubru01","yes"
"Tony Perez",3.1,137,511,74,144,20,109,1,54,0.282,0.35,0.466,0.816,0,0,0,0,0,0,0,0,0,0,0,1975,"perezto01","yes"
"Manny Sanguillen",4.7,133,481,60,158,9,58,5,48,0.328,0.391,0.451,0.842,0,0,0,0,0,0,0,0,0,0,0,1975,"sanguma01","yes"
"Mike Schmidt",7.7,158,562,93,140,38,95,29,101,0.249,0.367,0.523,0.89,0,0,0,0,0,0,0,0,0,0,0,1975,"schmimi01","yes"
"Ron Cey",6.7,158,566,72,160,25,101,5,78,0.283,0.372,0.473,0.845,0,0,0,0,0,0,0,0,0,0,0,1975,"ceyro01","yes"
"Dave Kingman",1.4,134,502,65,116,36,88,7,34,0.231,0.284,0.494,0.778,0,0,0,0,0,0,0,0,0,0,0,1975,"kingmda01","yes"
"Bob Watson",3.3,132,485,67,157,18,85,3,40,0.324,0.375,0.495,0.87,0,0,0,0,0,0,0,0,0,0,0,1975,"watsobo01","yes"
"Lou Brock",1.8,136,528,78,163,3,47,56,38,0.309,0.359,0.4,0.758,0,0,0,0,0,0,0,0,0,0,0,1975,"brocklo01","yes"
"Larry Bowa",2.9,136,583,79,178,2,38,24,24,0.305,0.334,0.377,0.711,0,0,0,0,0,0,0,0,0,0,0,1975,"bowala01","yes"
"Jerry Reuss",5.7,32,71,6,14,0,2,0,5,0.197,0.25,0.225,0.475,18,11,2.54,1.272,32,0,237.1,224,10,78,131,1975,"reussje01","yes"
"Andy Messersmith",6.8,44,108,8,17,0,9,0,7,0.157,0.212,0.194,0.406,19,14,2.29,1.057,40,1,321.2,244,22,96,213,1975,"messean01","yes"
"Willie Montanez",1.1,156,602,61,182,10,101,6,49,0.302,0.353,0.415,0.769,0,0,0,0,0,0,0,0,0,0,0,1975,"montawi01","yes"
"Joe Morgan",9.6,141,472,113,151,27,111,60,114,0.32,0.444,0.576,1.02,0,0,0,0,0,0,0,0,0,0,0,1976,"morgajo02","yes"
"George Foster",5.9,144,562,86,172,29,121,17,52,0.306,0.364,0.53,0.894,0,0,0,0,0,0,0,0,0,0,0,1976,"fostege01","yes"
"Mike Schmidt",8,160,584,112,153,38,107,14,100,0.262,0.376,0.524,0.9,0,0,0,0,0,0,0,0,0,0,0,1976,"schmimi01","yes"
"Pete Rose",7,162,665,130,215,10,63,9,86,0.323,0.404,0.45,0.854,0,0,0,0,0,0,0,0,0,0,0,1976,"rosepe01","yes"
"Garry Maddox",6.4,146,531,75,175,6,68,29,42,0.33,0.377,0.456,0.833,0,0,0,0,0,0,0,0,0,0,0,1976,"maddoga01","yes"
"Steve Garvey",4.7,162,631,85,200,13,80,19,50,0.317,0.363,0.45,0.813,0,0,0,0,0,0,0,0,0,0,0,1976,"garvest01","yes"
"Bill Madlock",4.3,142,514,68,174,15,84,15,56,0.339,0.412,0.5,0.912,0,0,0,0,0,0,0,0,0,0,0,1976,"madlobi01","yes"
"Ken Griffey",4.6,148,562,111,189,6,74,34,62,0.336,0.401,0.45,0.851,0,0,0,0,0,0,0,0,0,0,0,1976,"griffke01","yes"
"Greg Luzinski",2.4,149,533,74,162,21,95,1,50,0.304,0.369,0.478,0.847,0,0,0,0,0,0,0,0,0,0,0,1976,"luzingr01","yes"
"Randy Jones",3.9,40,103,6,6,0,2,0,5,0.058,0.102,0.058,0.16,22,14,2.74,1.027,40,0,315.1,274,15,50,93,1976,"jonesra01","yes"
"Bob Watson",3,157,585,76,183,16,102,3,62,0.313,0.377,0.458,0.835,0,0,0,0,0,0,0,0,0,0,0,1976,"watsobo01","yes"
"Al Oliver",4.1,121,443,62,143,12,61,6,26,0.323,0.363,0.476,0.839,0,0,0,0,0,0,0,0,0,0,0,1976,"oliveal01","yes"
"Rawly Eastwick",2.5,71,17,0,0,0,0,0,0,0,0,0,0,11,5,2.09,1.115,0,26,107.2,93,3,27,70,1976,"eastwra01","yes"
"Jerry Koosman",5,34,79,5,17,0,6,0,2,0.215,0.235,0.241,0.475,21,10,2.69,1.096,32,0,247.1,205,19,66,200,1976,"koosmje01","yes"
"Steve Carlton",4.2,35,92,5,20,0,6,0,1,0.217,0.242,0.228,0.47,20,7,3.13,1.172,35,0,252.2,224,19,72,195,1976,"carltst01","yes"
